# Time (s),Altitude (m),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Angle of attack (°),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
13.901,2398,133.32,12.287,339.58,0.0012903,0.0036838,0,0.014171,-9.8216e-4,27.093,23.495,0.15006,228.32,173.99,0,78.663,0.0021363,NaN
13.951,2404.5,132.72,12.262,340.89,0.0013093,0.00425,0,0.014306,-6.9942e-4,27.093,23.495,0.15006,228.31,173.99,0,78.623,0.0019284,NaN
14.001,2411,132.11,12.237,342.2,0.0013289,0.0047871,0,0.014454,-4.0138e-4,27.093,23.495,0.15006,228.29,173.99,0,78.581,0.0015698,NaN
14.051,2417.4,131.51,12.212,343.5,0.0013487,0.0052386,0,0.014616,-1.041e-4,27.093,23.495,0.15006,228.28,173.99,0,78.54,0.0011323,NaN
14.101,2423.9,130.91,12.187,344.81,0.0013686,0.0055921,0,0.014764,2.4997e-4,27.093,23.495,0.15006,228.27,173.99,0,78.498,4.9083e-4,NaN
14.151,2430.3,130.31,12.163,346.11,0.0013884,0.0058628,0,0.01491,5.9741e-4,27.093,23.495,0.15006,228.26,173.99,0,78.455,-2.0711e-4,NaN
14.201,2436.6,129.71,12.138,347.42,0.0014076,0.0060251,0,0.015061,9.1264e-4,27.093,23.495,0.15006,228.25,173.99,0,78.412,-8.9305e-4,NaN
14.251,2443,129.11,12.114,348.72,0.0014261,0.0060655,0,0.015214,0.0011367,27.093,23.495,0.15006,228.24,173.99,0,78.369,-0.0013885,NaN
14.301,2449.3,128.51,12.09,350.02,0.0014437,0.0060123,0,0.015357,0.001232,27.093,23.495,0.15006,228.23,173.99,0,78.325,-0.001621,NaN
14.351,2455.5,127.92,12.066,351.32,0.0014602,0.0058603,0,0.015533,0.0012353,27.093,23.495,0.15006,228.22,173.99,0,78.28,-0.0015843,NaN
14.401,2461.8,127.32,12.043,352.62,0.0014757,0.0056258,0,0.015687,0.0011246,27.093,23.495,0.15006,228.21,173.99,0,78.235,-0.001349,NaN
14.451,2468,126.73,12.02,353.92,0.0014904,0.0053591,0,0.015839,9.4169e-4,27.093,23.495,0.15006,228.2,173.99,0,78.19,-9.6716e-4,NaN
14.501,2474.2,126.14,11.997,355.22,0.0015044,0.005099,0,0.015981,7.9378e-4,27.093,23.495,0.15006,228.2,173.99,0,78.145,-6.6316e-4,NaN
14.551,2480.4,125.55,11.974,356.51,0.0015178,0.0048376,0,0.016125,5.6521e-4,27.093,23.495,0.15006,228.19,173.99,0,78.098,-2.8859e-4,NaN
14.601,2486.5,124.96,11.951,357.81,0.0015309,0.0046185,0,0.016253,2.1881e-4,27.093,23.495,0.15006,228.18,173.99,0,78.052,2.1332e-4,NaN
14.651,2492.6,124.37,11.928,359.1,0.0015438,0.0044831,0,0.016354,-1.4634e-4,27.093,23.495,0.15006,228.17,173.99,0,78.005,7.1833e-4,NaN
14.701,2498.6,123.78,11.906,360.39,0.0015567,0.0044639,0,0.016453,-4.2184e-4,27.093,23.495,0.15006,228.16,173.99,0,77.958,0.0010997,NaN
14.751,2504.7,123.19,11.884,361.68,0.0015699,0.0045447,0,0.016554,-6.8508e-4,27.093,23.495,0.15006,228.15,173.99,0,77.911,0.0014428,NaN
14.801,2510.7,122.61,11.862,362.97,0.0015833,0.0047051,0,0.016658,-9.3644e-4,27.093,23.495,0.15006,228.14,173.99,0,77.863,0.0018289,NaN
14.851,2516.7,122.03,11.84,364.26,0.0015973,0.0049722,0,0.016748,-0.0011209,27.093,23.495,0.15006,228.13,173.99,0,77.816,0.0021768,NaN
14.901,2522.6,121.44,11.818,365.55,0.0016119,0.0053199,0,0.016879,-0.0011681,27.093,23.495,0.15006,228.12,173.99,0,77.767,0.0023851,NaN
14.951,2528.5,120.86,11.797,366.84,0.0016271,0.0057224,0,0.017007,-0.0010966,27.093,23.495,0.15006,228.11,173.99,0,77.719,0.0024167,NaN
15.001,2534.4,120.28,11.776,368.12,0.001643,0.0061602,0,0.017159,-9.7057e-4,27.093,23.495,0.15006,228.1,173.99,0,77.67,0.0023716,NaN
15.051,2540.3,119.7,11.755,369.41,0.0016595,0.0066195,0,0.01731,-7.6203e-4,27.093,23.495,0.15006,228.09,173.99,0,77.62,0.0021513,NaN
15.101,2546.1,119.13,11.734,370.69,0.0016766,0.0070952,0,0.017476,-4.7231e-4,27.093,23.495,0.15006,228.08,173.99,0,77.57,0.0017321,NaN
15.151,2551.9,118.55,11.713,371.97,0.001694,0.0075418,0,0.017653,-2.3628e-4,27.093,23.495,0.15006,228.07,173.99,0,77.52,0.0013097,NaN
15.201,2557.7,117.97,11.692,373.25,0.0017116,0.007944,0,0.017829,-4.7042e-5,27.093,23.495,0.15006,228.06,173.99,0,77.469,9.3479e-4,NaN
15.251,2563.4,117.4,11.672,374.53,0.0017292,0.0082959,0,0.017998,1.0372e-4,27.093,23.495,0.15006,228.05,173.99,0,77.418,6.2136e-4,NaN
15.301,2569.1,116.83,11.652,375.81,0.0017468,0.008605,0,0.018187,2.6162e-4,27.093,23.495,0.15006,228.04,173.99,0,77.366,2.7876e-4,NaN
15.351,2574.8,116.25,11.631,377.09,0.0017641,0.008833,0,0.01837,4.2821e-4,27.093,23.495,0.15006,228.03,173.99,0,77.314,-1.0608e-4,NaN
15.401,2580.5,115.68,11.612,378.37,0.0017812,0.0089868,0,0.018565,5.6909e-4,27.093,23.495,0.15006,228.02,173.99,0,77.261,-4.2998e-4,NaN
15.451,2586.1,115.11,11.592,379.64,0.0017977,0.0090715,0,0.018747,7.3677e-4,27.093,23.495,0.15006,228.01,173.99,0,77.207,-8.0972e-4,NaN
15.501,2591.7,114.54,11.572,380.92,0.0018137,0.0091232,0,0.018917,8.6259e-4,27.093,23.495,0.15006,228.01,173.99,0,77.153,-0.0011176,NaN
15.551,2597.3,113.98,11.553,382.19,0.001829,0.0091575,0,0.019097,9.5068e-4,27.093,23.495,0.15006,228,173.99,0,77.099,-0.0013402,NaN
15.601,2602.8,113.41,11.534,383.47,0.0018435,0.0091605,0,0.019279,9.7977e-4,27.093,23.495,0.15006,227.99,173.99,0,77.044,-0.0014312,NaN
15.651,2608.3,112.84,11.514,384.74,0.0018573,0.0091582,0,0.019461,9.3214e-4,27.093,23.495,0.15006,227.98,173.99,0,76.988,-0.0013669,NaN
15.701,2613.8,112.28,11.495,386.01,0.0018703,0.0091425,0,0.019658,8.4683e-4,27.093,23.495,0.15006,227.97,173.99,0,76.932,-0.001202,NaN
15.751,2619.3,111.72,11.477,387.28,0.0018828,0.0091184,0,0.019845,6.7697e-4,27.093,23.495,0.15006,227.96,173.99,0,76.875,-8.7601e-4,NaN
15.801,2624.7,111.15,11.458,388.55,0.0018947,0.0091113,0,0.02002,5.0132e-4,27.093,23.495,0.15006,227.96,173.99,0,76.818,-5.2734e-4,NaN
15.851,2630.1,110.59,11.44,389.81,0.0019062,0.0091553,0,0.020197,2.9069e-4,27.093,23.495,0.15006,227.95,173.99,0,76.761,-1.3204e-4,NaN
15.901,2635.5,110.03,11.421,391.08,0.0019174,0.0092489,0,0.02037,7.9845e-5,27.093,23.495,0.15006,227.94,173.99,0,76.703,2.8373e-4,NaN
15.951,2640.8,109.47,11.403,392.35,0.0019286,0.009391,0,0.020554,-1.2198e-4,27.093,23.495,0.15006,227.93,173.99,0,76.644,6.8159e-4,NaN
16.001,2646.1,108.91,11.385,393.61,0.0019399,0.0095786,0,0.020724,-3.6249e-4,27.093,23.495,0.15006,227.92,173.99,0,76.585,0.0011574,NaN
16.051,2651.4,108.36,11.367,394.88,0.0019513,0.0098252,0,0.020901,-6.0922e-4,27.093,23.495,0.15006,227.92,173.99,0,76.525,0.0016697,NaN
16.101,2656.7,107.8,11.349,396.14,0.0019632,0.01012,0,0.021075,-8.3667e-4,27.093,23.495,0.15006,227.91,173.99,0,76.465,0.0021849,NaN
16.151,2661.9,107.24,11.332,397.4,0.0019756,0.010468,0,0.021254,-9.8678e-4,27.093,23.495,0.15006,227.9,173.99,0,76.404,0.0025828,NaN
16.201,2667.1,106.69,11.314,398.66,0.0019886,0.01085,0,0.021449,-0.0010593,27.093,23.495,0.15006,227.89,173.99,0,76.343,0.0028451,NaN
16.251,2672.2,106.14,11.297,399.92,0.0020024,0.011258,0,0.021645,-0.0010651,27.093,23.495,0.15006,227.88,173.99,0,76.281,0.0029642,NaN
16.301,2677.4,105.58,11.28,401.18,0.0020169,0.011689,0,0.02185,-0.0010048,27.093,23.495,0.15006,227.87,173.99,0,76.219,0.0029405,NaN
16.351,2682.5,105.03,11.263,402.44,0.0020322,0.012154,0,0.022058,-8.995e-4,27.093,23.495,0.15006,227.86,173.99,0,76.156,0.002821,NaN
16.401,2687.6,104.48,11.246,403.7,0.0020481,0.012647,0,0.022275,-7.4607e-4,27.093,23.495,0.15006,227.85,173.99,0,76.092,0.0025595,NaN
16.451,2692.6,103.93,11.229,404.95,0.0020646,0.013143,0,0.0225,-5.3744e-4,27.093,23.495,0.15006,227.85,173.99,0,76.028,0.0021673,NaN
16.501,2697.7,103.39,11.212,406.21,0.0020816,0.013642,0,0.022726,-3.2126e-4,27.093,23.495,0.15006,227.84,173.99,0,75.963,0.0016782,NaN
16.551,2702.7,102.84,11.196,407.46,0.0020988,0.014148,0,0.022955,-9.5258e-5,27.093,23.495,0.15006,227.83,173.99,0,75.898,0.0011557,NaN
16.601,2707.6,102.29,11.179,408.72,0.0021162,0.014647,0,0.023189,1.4984e-4,27.093,23.495,0.15006,227.82,173.99,0,75.832,5.3808e-4,NaN
16.651,2712.6,101.75,11.163,409.97,0.0021334,0.015116,0,0.023436,3.8555e-4,27.093,23.495,0.15006,227.81,173.99,0,75.765,-8.6684e-5,NaN
16.701,2717.5,101.2,11.147,411.22,0.0021504,0.015551,0,0.023674,5.7936e-4,27.093,23.495,0.15006,227.8,173.99,0,75.698,-6.5353e-4,NaN
16.751,2722.4,100.66,11.131,412.47,0.0021669,0.015981,0,0.023908,7.4723e-4,27.093,23.495,0.15006,227.79,173.99,0,75.629,-0.0011559,NaN
16.801,2727.3,100.11,11.115,413.72,0.0021828,0.016406,0,0.024156,8.8178e-4,27.093,23.495,0.15006,227.79,173.99,0,75.561,-0.0015826,NaN
16.851,2732.1,99.573,11.099,414.97,0.002198,0.016809,0,0.024405,0.0010131,27.093,23.495,0.15006,227.78,173.99,0,75.491,-0.0020049,NaN
16.901,2736.9,99.032,11.084,416.22,0.0022123,0.017192,0,0.024662,0.0011136,27.093,23.495,0.15006,227.77,173.99,0,75.421,-0.0023706,NaN
16.951,2741.7,98.492,11.068,417.47,0.0022258,0.01754,0,0.024921,0.0011372,27.093,23.495,0.15006,227.76,173.99,0,75.349,-0.0025446,NaN
17.001,2746.4,97.953,11.053,418.71,0.0022382,0.017884,0,0.025184,0.0011014,27.093,23.495,0.15006,227.75,173.99,0,75.278,-0.0025411,NaN
17.051,2751.1,97.415,11.038,419.96,0.0022498,0.018213,0,0.025459,0.0010164,27.093,23.495,0.15006,227.75,173.99,0,75.205,-0.0023843,NaN
17.101,2755.8,96.878,11.023,421.2,0.0022604,0.01853,0,0.025729,8.9472e-4,27.093,23.495,0.15006,227.74,173.99,0,75.132,-0.0021116,NaN
17.151,2760.5,96.342,11.008,422.45,0.0022703,0.018864,0,0.025995,7.6247e-4,27.093,23.495,0.15006,227.73,173.99,0,75.058,-0.0017857,NaN
17.201,2765.1,95.806,10.993,423.69,0.0022795,0.01921,0,0.026272,6.1855e-4,27.093,23.495,0.15006,227.72,173.99,0,74.983,-0.001433,NaN
17.251,2769.8,95.272,10.978,424.93,0.0022882,0.019577,0,0.026545,4.4697e-4,27.093,23.495,0.15006,227.72,173.99,0,74.907,-9.9832e-4,NaN
17.301,2774.3,94.738,10.964,426.17,0.0022964,0.019971,0,0.026817,2.7616e-4,27.093,23.495,0.15006,227.71,173.99,0,74.831,-5.2781e-4,NaN
17.351,2778.9,94.206,10.949,427.41,0.0023044,0.020399,0,0.027097,9.162e-5,27.093,23.495,0.15006,227.7,173.99,0,74.753,-2.9745e-5,NaN
17.401,2783.4,93.674,10.935,428.65,0.0023123,0.020865,0,0.027371,-9.5749e-5,27.093,23.495,0.15006,227.69,173.99,0,74.675,4.992e-4,NaN
17.451,2787.9,93.143,10.921,429.89,0.0023202,0.021384,0,0.027651,-2.522e-4,27.093,23.495,0.15006,227.69,173.99,0,74.596,9.7834e-4,NaN
17.501,2792.4,92.613,10.907,431.13,0.0023283,0.021941,0,0.027937,-3.9027e-4,27.093,23.495,0.15006,227.68,173.99,0,74.517,0.0014094,NaN
17.551,2796.9,92.084,10.893,432.37,0.0023366,0.022543,0,0.028222,-5.1551e-4,27.093,23.495,0.15006,227.67,173.99,0,74.436,0.00182,NaN
17.601,2801.3,91.556,10.879,433.61,0.0023454,0.023197,0,0.028512,-5.9713e-4,27.093,23.495,0.15006,227.66,173.99,0,74.355,0.002138,NaN
17.651,2805.7,91.028,10.865,434.84,0.0023546,0.023898,0,0.028808,-6.6038e-4,27.093,23.495,0.15006,227.65,173.99,0,74.273,0.002391,NaN
17.701,2810,90.502,10.851,436.08,0.0023644,0.024657,0,0.029104,-6.8672e-4,27.093,23.495,0.15006,227.64,173.99,0,74.19,0.0025639,NaN
17.751,2814.4,89.976,10.838,437.31,0.0023747,0.025472,0,0.02941,-6.7359e-4,27.093,23.495,0.15006,227.64,173.99,0,74.106,0.0026146,NaN
17.801,2818.7,89.452,10.824,438.55,0.0023856,0.026331,0,0.029727,-6.4891e-4,27.093,23.495,0.15006,227.63,173.99,0,74.021,0.0026081,NaN
17.851,2823,88.928,10.811,439.78,0.002397,0.027225,0,0.030048,-6.0723e-4,27.093,23.495,0.15006,227.62,173.99,0,73.936,0.0025553,NaN
17.901,2827.2,88.405,10.798,441.01,0.002409,0.028157,0,0.03038,-5.5115e-4,27.093,23.495,0.15006,227.61,173.99,0,73.849,0.0024426,NaN
17.951,2831.5,87.883,10.785,442.24,0.0024215,0.029115,0,0.030713,-4.7971e-4,27.093,23.495,0.15006,227.6,173.99,0,73.762,0.0022815,NaN
18.001,2835.7,87.361,10.772,443.47,0.0024344,0.030102,0,0.03106,-3.7813e-4,27.093,23.495,0.15006,227.59,173.99,0,73.673,0.0020173,NaN
18.051,2839.9,86.841,10.759,444.7,0.0024477,0.031094,0,0.031416,-2.4669e-4,27.093,23.495,0.15006,227.58,173.99,0,73.584,0.0016334,NaN
18.101,2844,86.322,10.746,445.93,0.0024612,0.032099,0,0.031774,-1.1124e-4,27.093,23.495,0.15006,227.58,173.99,0,73.493,0.0011921,NaN
18.151,2848.1,85.803,10.734,447.16,0.0024749,0.033112,0,0.032139,2.6895e-5,27.093,23.495,0.15006,227.57,173.99,0,73.402,7.1744e-4,NaN
18.201,2852.2,85.285,10.721,448.39,0.0024885,0.034138,0,0.032506,1.5674e-4,27.093,23.495,0.15006,227.56,173.99,0,73.309,2.3745e-4,NaN
18.251,2856.3,84.768,10.709,449.61,0.0025021,0.035184,0,0.032882,2.6396e-4,27.093,23.495,0.15006,227.55,173.99,0,73.215,-1.9601e-4,NaN
18.301,2860.3,84.252,10.696,450.84,0.0025154,0.036238,0,0.033268,3.5117e-4,27.093,23.495,0.15006,227.54,173.99,0,73.121,-5.6574e-4,NaN
18.351,2864.4,83.737,10.684,452.06,0.0025285,0.037292,0,0.033661,4.3735e-4,27.093,23.495,0.15006,227.53,173.99,0,73.025,-9.1602e-4,NaN
18.401,2868.3,83.222,10.672,453.29,0.0025411,0.038346,0,0.034057,5.1416e-4,27.093,23.495,0.15006,227.52,173.99,0,72.928,-0.0012612,NaN
18.451,2872.3,82.709,10.66,454.51,0.0025533,0.039421,0,0.034454,5.8003e-4,27.093,23.495,0.15006,227.51,173.99,0,72.83,-0.001573,NaN
18.501,2876.2,82.196,10.648,455.74,0.002565,0.040526,0,0.034859,6.2013e-4,27.093,23.495,0.15006,227.51,173.99,0,72.73,-0.0018055,NaN
18.551,2880.2,81.684,10.636,456.96,0.0025761,0.041649,0,0.035273,6.4534e-4,27.093,23.495,0.15006,227.5,173.99,0,72.63,-0.0019846,NaN
18.601,2884,81.173,10.624,458.18,0.0025866,0.0428,0,0.035687,6.5666e-4,27.093,23.495,0.15006,227.49,173.99,0,72.528,-0.0020983,NaN
18.651,2887.9,80.663,10.613,459.4,0.0025964,0.043981,0,0.036115,6.504e-4,27.093,23.495,0.15006,227.48,173.99,0,72.425,-0.0021624,NaN
18.701,2891.7,80.153,10.601,460.62,0.0026056,0.045192,0,0.036548,6.2803e-4,27.093,23.495,0.15006,227.47,173.99,0,72.321,-0.0021484,NaN
18.751,2895.5,79.645,10.59,461.84,0.0026142,0.046435,0,0.036985,5.8753e-4,27.093,23.495,0.15006,227.46,173.99,0,72.216,-0.0020693,NaN
18.801,2899.3,79.137,10.579,463.06,0.0026222,0.047729,0,0.037427,5.319e-4,27.093,23.495,0.15006,227.45,173.99,0,72.109,-0.0019166,NaN
18.851,2903.1,78.63,10.568,464.28,0.0026297,0.049078,0,0.037874,4.6754e-4,27.093,23.495,0.15006,227.44,173.99,0,72.001,-0.0017123,NaN
18.901,2906.8,78.124,10.556,465.5,0.0026367,0.050481,0,0.038334,3.9315e-4,27.093,23.495,0.15006,227.43,173.99,0,71.892,-0.0014668,NaN
18.951,2910.5,77.619,10.545,466.71,0.0026433,0.051933,0,0.0388,3.0991e-4,27.093,23.495,0.15006,227.42,173.99,0,71.782,-0.0011695,NaN
19.001,2914.2,77.115,10.534,467.93,0.0026496,0.05345,0,0.039266,2.2734e-4,27.093,23.495,0.15006,227.41,173.99,0,71.67,-8.4783e-4,NaN
